NAMA,KELAS,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,NILAI_1,NILAI_2,NILAI_3,NILAI_4,NILAI_5,NILAI_6,TOTAL_NILAI,REKOMENDASI_MATERI
Siswa_3_3,Kelas 2,B,D,C,A,C,D,C,A,D,B,C,C,B,C,A,B,C,B,"100,00","100,00","0,00","100,00","100,00","100,00","83,33",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_4,Kelas 2,B,D,C,A,C,D,D,A,C,B,C,C,B,D,A,B,C,B,"100,00","100,00","33,33","100,00","66,67","100,00","83,33",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_5,Kelas 2,B,D,C,A,C,D,A,B,D,B,C,B,B,C,A,B,C,B,"100,00","100,00","33,33","66,67","100,00","100,00","83,33",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_6,Kelas 2,B,D,C,A,C,D,C,D,B,B,C,C,B,C,A,B,C,B,"100,00","100,00","33,33","100,00","100,00","100,00","88,89",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_7,Kelas 2,A,C,C,D,C,D,A,A,D,B,C,C,B,C,A,B,C,B,"33,33","66,67","33,33","100,00","100,00","100,00","72,22",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_8,Kelas 2,B,D,C,A,C,D,B,D,B,B,C,C,B,C,A,B,C,B,"100,00","100,00","33,33","100,00","100,00","100,00","88,89",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_9,Kelas 2,B,D,C,A,C,B,B,A,B,A,C,B,A,C,A,B,C,B,"100,00","66,67","0,00","33,33","66,67","100,00","61,11",Materi 3: Perkalian dengan 1 dan 0
Siswa_4_1,Kelas 2,B,D,C,A,C,B,A,D,C,D,A,D,D,C,B,D,C,B,"100,00","66,67","100,00","0,00","33,33","66,67","61,11",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_2,Kelas 2,B,D,C,A,C,D,A,D,C,A,D,B,B,C,A,D,C,B,"100,00","100,00","100,00","0,00","100,00","66,67","77,78",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_3,Kelas 2,B,D,C,A,C,D,B,D,B,D,D,D,C,B,C,B,C,B,"100,00","100,00","33,33","0,00","0,00","100,00","55,56",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_4,Kelas 2,B,D,C,A,C,D,A,D,C,C,A,A,B,C,A,B,C,B,"100,00","100,00","100,00","0,00","100,00","100,00","83,33",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_5,Kelas 2,B,D,C,A,C,D,A,D,C,C,B,B,B,C,A,B,C,B,"100,00","100,00","100,00","0,00","100,00","100,00","83,33",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_6,Kelas 2,B,D,C,A,C,D,D,D,C,A,B,D,B,C,A,B,C,B,"100,00","100,00","66,67","0,00","100,00","100,00","77,78",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_7,Kelas 2,B,D,C,A,C,D,A,D,C,D,A,B,B,C,C,B,C,C,"100,00","100,00","100,00","0,00","66,67","66,67","72,22",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_8,Kelas 2,B,D,C,A,C,D,A,D,C,C,A,C,B,C,A,B,C,B,"100,00","100,00","100,00","33,33","100,00","100,00","88,89",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_9,Kelas 2,B,D,C,A,C,D,A,D,C,D,B,D,B,C,A,B,C,B,"100,00","100,00","100,00","0,00","100,00","100,00","83,33",Materi 4: Perkalian dengan 2 dan 5
Siswa_5_1,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,D,C,A,C,B,"100,00","100,00","100,00","100,00","33,33","66,67","83,33",Materi 5: Perkalian dengan 10
Siswa_5_2,Kelas 2,B,D,C,A,C,D,A,D,C,B,B,C,D,D,C,B,C,B,"100,00","100,00","100,00","66,67","0,00","100,00","77,78",Materi 5: Perkalian dengan 10
Siswa_5_3,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,A,B,A,B,C,B,"100,00","100,00","100,00","100,00","33,33","100,00","88,89",Materi 5: Perkalian dengan 10
Siswa_5_4,Kelas 2,B,D,C,A,C,D,C,D,C,A,C,C,C,A,B,B,C,B,"100,00","100,00","66,67","66,67","0,00","100,00","72,22",Materi 5: Perkalian dengan 10
Siswa_5_5,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,A,A,C,B,C,B,"100,00","100,00","100,00","100,00","0,00","100,00","83,33",Materi 5: Perkalian dengan 10
Siswa_5_6,Kelas 2,B,D,C,A,D,D,A,D,A,B,C,C,C,D,C,B,C,B,"100,00","66,67","66,67","100,00","0,00","100,00","72,22",Materi 5: Perkalian dengan 10
Siswa_5_7,Kelas 2,B,D,C,A,B,D,A,D,C,B,C,A,A,B,A,B,C,B,"100,00","66,67","100,00","66,67","33,33","100,00","77,78",Materi 5: Perkalian dengan 10
Siswa_5_8,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,C,B,C,B,C,C,"100,00","100,00","100,00","100,00","0,00","66,67","77,78",Materi 5: Perkalian dengan 10
Siswa_5_9,Kelas 2,B,D,D,A,C,D,A,D,C,B,C,C,D,D,D,B,C,C,"66,67","100,00","100,00","100,00","0,00","66,67","72,22",Materi 5: Perkalian dengan 10
Siswa_6_1,Kelas 2,B,D,C,A,C,D,C,D,C,B,C,C,B,C,A,B,A,D,"100,00","100,00","66,67","100,00","100,00","33,33","83,33","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_2,Kelas 2,B,D,B,A,C,D,D,C,C,B,C,A,B,C,C,D,B,A,"66,67","100,00","33,33","66,67","66,67","0,00","55,56","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_3,Kelas 2,B,D,C,A,C,C,A,D,C,B,C,C,B,C,A,D,A,C,"100,00","66,67","100,00","100,00","100,00","0,00","77,78","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_4,Kelas 2,B,D,B,A,C,D,A,D,B,B,C,C,B,C,A,C,B,A,"66,67","100,00","66,67","100,00","100,00","0,00","72,22","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_5,Kelas 2,B,D,B,A,C,D,A,D,C,B,C,C,B,C,A,D,B,D,"66,67","100,00","100,00","100,00","100,00","0,00","77,78","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_6,Kelas 2,B,D,C,A,C,A,A,D,C,B,C,C,B,C,A,A,D,A,"100,00","66,67","100,00","100,00","100,00","0,00","77,78","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_7,Kelas 2,B,D,C,A,C,D,A,B,C,B,C,C,B,C,A,A,B,C,"100,00","100,00","66,67","100,00","100,00","0,00","77,78","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_8,Kelas 2,B,D,C,A,C,D,A,D,C,C,C,C,B,C,A,A,B,C,"100,00","100,00","100,00","66,67","100,00","0,00","77,78","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_9,Kelas 2,B,D,C,A,B,D,C,D,C,B,C,C,B,C,A,D,D,D,"100,00","66,67","66,67","100,00","100,00","0,00","72,22","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_1_1,Kelas 2,A,C,D,A,C,D,A,D,C,B,C,C,B,C,A,B,C,B,"0,00","100,00","100,00","100,00","100,00","100,00","83,33",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_2,Kelas 2,C,C,B,A,C,D,A,D,C,B,C,C,B,B,C,B,C,B,"0,00","100,00","100,00","100,00","33,33","100,00","72,22",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_3,Kelas 2,C,D,D,A,D,D,A,D,A,B,C,C,D,D,A,B,C,B,"33,33","66,67","66,67","100,00","33,33","100,00","66,67",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_4,Kelas 2,D,B,D,D,C,D,A,D,C,C,C,A,B,C,A,B,C,B,"0,00","66,67","100,00","33,33","100,00","100,00","66,67",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_5,Kelas 2,C,C,A,A,C,D,A,D,C,B,C,C,B,C,A,B,C,B,"0,00","100,00","100,00","100,00","100,00","100,00","83,33",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_6,Kelas 2,D,C,C,B,C,D,A,D,C,B,C,C,B,C,A,B,C,B,"33,33","66,67","100,00","100,00","100,00","100,00","83,33",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_7,Kelas 2,D,A,B,D,C,D,A,D,C,B,C,C,B,C,B,B,C,B,"0,00","66,67","100,00","100,00","66,67","100,00","72,22",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_8,Kelas 2,A,B,D,A,C,B,A,D,C,B,C,C,B,C,A,B,C,B,"0,00","66,67","100,00","100,00","100,00","100,00","77,78",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_9,Kelas 2,B,C,B,A,C,D,A,D,C,B,C,A,B,C,A,B,C,B,"33,33","100,00","100,00","66,67","100,00","100,00","83,33",Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_2_1,Kelas 2,B,D,C,C,A,A,A,D,C,B,A,C,B,C,A,B,C,A,"100,00","0,00","100,00","66,67","100,00","66,67","72,22",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_2,Kelas 2,B,D,C,B,C,A,B,D,C,B,C,C,B,C,A,B,C,B,"100,00","33,33","66,67","100,00","100,00","100,00","83,33",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_3,Kelas 2,B,D,C,D,B,B,A,D,C,B,C,C,B,A,D,B,C,B,"100,00","0,00","100,00","100,00","33,33","100,00","72,22",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_4,Kelas 2,B,D,C,B,B,B,D,D,B,B,C,C,B,C,A,B,C,B,"100,00","0,00","33,33","100,00","100,00","100,00","72,22",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_5,Kelas 2,B,D,C,B,A,D,A,D,C,B,C,C,B,C,A,B,C,B,"100,00","33,33","100,00","100,00","100,00","100,00","88,89",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_6,Kelas 2,B,D,A,C,B,A,A,D,C,C,C,C,B,C,A,B,C,B,"66,67","0,00","100,00","66,67","100,00","100,00","72,22",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_7,Kelas 2,B,D,C,C,C,A,A,D,C,B,C,C,A,C,A,C,C,D,"100,00","33,33","100,00","100,00","66,67","33,33","72,22",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_8,Kelas 2,B,D,C,D,A,C,D,C,C,C,C,C,B,C,A,B,C,B,"100,00","0,00","33,33","66,67","100,00","100,00","66,67",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_9,Kelas 2,B,D,C,C,D,A,A,D,C,B,C,C,C,C,A,B,C,B,"100,00","0,00","100,00","100,00","66,67","100,00","77,78",Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_3_1,Kelas 2,B,D,C,B,C,D,A,B,A,B,C,C,D,A,A,B,B,B,"100,00","66,67","33,33","100,00","33,33","66,67","66,67",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_2,Kelas 2,B,D,C,A,C,C,D,A,B,B,C,C,B,C,A,B,A,B,"100,00","66,67","0,00","100,00","100,00","66,67","72,22",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_3,Kelas 2,D,D,C,D,C,D,C,A,B,B,C,C,B,C,A,B,C,D,"66,67","66,67","0,00","100,00","100,00","66,67","66,67",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_4,Kelas 2,B,D,C,D,C,B,B,D,A,B,C,C,C,C,A,B,C,B,"100,00","33,33","33,33","100,00","66,67","100,00","72,22",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_5,Kelas 2,B,D,D,A,C,D,B,C,D,B,C,C,B,C,A,B,C,B,"66,67","100,00","0,00","100,00","100,00","100,00","77,78",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_6,Kelas 2,B,D,C,A,C,D,A,A,A,B,C,C,B,C,A,B,B,B,"100,00","100,00","33,33","100,00","100,00","66,67","83,33",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_7,Kelas 2,B,D,C,A,C,D,B,C,B,B,A,C,C,C,A,B,B,B,"100,00","100,00","0,00","66,67","66,67","66,67","66,67",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_8,Kelas 2,D,D,C,A,B,D,B,C,A,A,C,C,B,C,D,B,C,B,"66,67","66,67","0,00","66,67","66,67","100,00","61,11",Materi 3: Perkalian dengan 1 dan 0
Siswa_3_9,Kelas 2,B,D,C,A,C,D,C,B,B,B,C,C,B,C,A,B,C,A,"100,00","100,00","0,00","100,00","100,00","66,67","77,78",Materi 3: Perkalian dengan 1 dan 0
Siswa_4_1,Kelas 2,B,D,C,A,C,D,B,D,C,C,D,C,B,C,A,B,A,B,"100,00","100,00","66,67","33,33","100,00","66,67","77,78",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_2,Kelas 2,B,C,C,A,C,D,A,D,B,A,D,B,D,C,A,B,C,B,"66,67","100,00","66,67","0,00","66,67","100,00","66,67",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_3,Kelas 2,B,D,C,A,C,D,A,D,C,A,B,B,B,C,B,B,C,B,"100,00","100,00","100,00","0,00","66,67","100,00","77,78",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_4,Kelas 2,B,D,C,A,A,D,A,D,C,C,D,A,B,C,A,C,C,B,"100,00","66,67","100,00","0,00","100,00","66,67","72,22",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_5,Kelas 2,B,D,C,A,C,D,A,D,C,C,D,B,B,C,A,A,C,B,"100,00","100,00","100,00","0,00","100,00","66,67","77,78",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_6,Kelas 2,B,D,C,A,C,D,A,C,C,A,D,A,B,D,A,B,A,B,"100,00","100,00","66,67","0,00","66,67","66,67","66,67",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_7,Kelas 2,B,D,C,A,C,D,A,C,C,B,A,C,B,D,A,B,C,B,"100,00","100,00","66,67","66,67","66,67","100,00","83,33",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_8,Kelas 2,B,D,C,C,C,D,C,A,C,D,A,D,B,C,A,B,B,B,"100,00","66,67","33,33","0,00","100,00","66,67","61,11",Materi 4: Perkalian dengan 2 dan 5
Siswa_4_9,Kelas 2,B,D,C,A,C,D,A,D,C,C,A,A,B,C,C,B,C,B,"100,00","100,00","100,00","0,00","66,67","100,00","77,78",Materi 4: Perkalian dengan 2 dan 5
Siswa_5_1,Kelas 2,B,D,C,A,C,C,A,D,C,B,C,C,B,B,A,B,C,B,"100,00","66,67","100,00","100,00","66,67","100,00","88,89",Materi 5: Perkalian dengan 10
Siswa_5_2,Kelas 2,B,D,C,A,C,D,A,D,C,B,B,C,A,B,D,A,C,B,"100,00","100,00","100,00","66,67","0,00","66,67","72,22",Materi 5: Perkalian dengan 10
Siswa_5_3,Kelas 2,B,D,C,D,C,D,A,D,C,B,C,C,C,D,C,B,C,B,"100,00","66,67","100,00","100,00","0,00","100,00","77,78",Materi 5: Perkalian dengan 10
Siswa_5_4,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,A,D,A,B,C,D,"100,00","100,00","100,00","100,00","33,33","66,67","83,33",Materi 5: Perkalian dengan 10
Siswa_5_5,Kelas 2,B,D,D,A,C,D,A,D,C,B,C,C,A,C,B,B,C,B,"66,67","100,00","100,00","100,00","33,33","100,00","83,33",Materi 5: Perkalian dengan 10
Siswa_5_6,Kelas 2,B,D,A,A,C,D,A,D,C,B,C,C,A,B,D,B,C,B,"66,67","100,00","100,00","100,00","0,00","100,00","77,78",Materi 5: Perkalian dengan 10
Siswa_5_7,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,C,B,D,B,C,B,"100,00","100,00","100,00","100,00","0,00","100,00","83,33",Materi 5: Perkalian dengan 10
Siswa_5_8,Kelas 2,B,D,C,A,C,B,A,D,C,B,C,C,C,A,C,B,C,B,"100,00","66,67","100,00","100,00","0,00","100,00","77,78",Materi 5: Perkalian dengan 10
Siswa_5_9,Kelas 2,A,D,C,A,C,A,A,D,C,B,C,C,D,A,B,B,C,B,"66,67","66,67","100,00","100,00","0,00","100,00","72,22",Materi 5: Perkalian dengan 10
Siswa_6_1,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,C,B,B,"100,00","100,00","100,00","100,00","100,00","33,33","88,89","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_2,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,B,A,C,C,B,"100,00","100,00","100,00","100,00","66,67","66,67","88,89","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_3,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,C,C,A,C,D,D,"100,00","100,00","100,00","100,00","66,67","0,00","77,78","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_4,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,D,A,C,"100,00","100,00","100,00","100,00","100,00","0,00","83,33","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_5,Kelas 2,A,D,D,A,C,D,A,D,C,B,B,C,C,C,A,C,C,C,"33,33","100,00","100,00","66,67","66,67","33,33","66,67","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_6,Kelas 2,B,D,C,A,C,D,A,D,A,B,C,C,B,C,A,D,A,A,"100,00","100,00","66,67","100,00","100,00","0,00","77,78","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_7,Kelas 2,B,A,C,A,C,D,A,C,C,B,C,C,A,C,A,D,D,B,"66,67","100,00","66,67","100,00","66,67","33,33","72,22","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_8,Kelas 2,B,D,C,A,C,B,D,D,C,B,C,C,B,C,A,D,B,B,"100,00","66,67","66,67","100,00","100,00","33,33","77,78","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_9,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,B,B,C,A,"100,00","100,00","100,00","100,00","66,67","66,67","88,89","Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
