NAMA,KELAS,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,NILAI_1,NILAI_2,NILAI_3,NILAI_4,NILAI_5,NILAI_6,TOTAL_NILAI,REKOMENDASI_MATERI
Siswa_3_29,Kelas 2,B,D,C,A,C,D,D,A,B,C,C,C,B,C,D,B,C,A,100.0,100.0,0.0,66.67,66.67,66.67,66.67,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_30,Kelas 2,B,D,C,A,C,D,B,A,D,B,C,C,B,C,A,B,C,B,100.0,100.0,0.0,100.0,100.0,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_31,Kelas 2,B,D,C,A,C,D,B,B,B,C,B,C,B,C,A,B,C,B,100.0,100.0,0.0,33.33,100.0,100.0,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_32,Kelas 2,B,B,C,A,C,D,D,D,B,B,C,D,B,C,A,B,C,B,66.67,100.0,33.33,66.67,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_33,Kelas 2,B,D,C,A,C,D,D,C,A,B,C,C,B,C,A,D,A,B,100.0,100.0,0.0,100.0,100.0,33.33,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_34,Kelas 2,A,B,C,C,C,D,D,B,C,A,C,C,B,C,A,B,C,B,33.33,66.67,33.33,66.67,100.0,100.0,66.67,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_35,Kelas 2,C,D,C,A,C,D,B,A,C,B,D,C,B,C,A,B,C,B,66.67,100.0,33.33,66.67,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_36,Kelas 2,B,D,C,A,C,D,A,C,D,B,C,C,C,C,A,B,C,B,100.0,100.0,33.33,100.0,66.67,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_37,Kelas 2,B,D,D,A,C,D,C,C,D,B,C,C,B,C,A,B,C,B,66.67,100.0,0.0,100.0,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_38,Kelas 2,B,D,C,A,C,D,B,A,B,C,C,C,A,C,A,B,D,C,100.0,100.0,0.0,66.67,66.67,33.33,61.11,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_39,Kelas 2,C,D,C,A,C,D,D,C,D,B,C,C,B,B,A,B,C,B,66.67,100.0,0.0,100.0,66.67,100.0,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_40,Kelas 2,B,D,C,A,C,D,D,C,B,B,B,C,B,C,A,B,C,B,100.0,100.0,0.0,66.67,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_41,Kelas 2,C,D,C,A,A,C,B,C,B,B,C,C,B,C,A,B,C,B,66.67,33.33,0.0,100.0,100.0,100.0,66.67,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_42,Kelas 2,A,D,C,A,C,D,B,C,A,B,C,C,B,B,A,B,C,B,66.67,100.0,0.0,100.0,66.67,100.0,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_43,Kelas 2,B,D,C,A,C,D,C,A,A,B,C,C,B,C,A,B,D,B,100.0,100.0,0.0,100.0,100.0,66.67,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_44,Kelas 2,B,D,C,A,B,D,D,C,B,B,C,C,C,C,A,B,C,A,100.0,66.67,0.0,100.0,66.67,66.67,66.67,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_45,Kelas 2,B,D,C,A,C,D,D,B,A,B,C,C,B,C,A,B,C,B,100.0,100.0,0.0,100.0,100.0,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_46,Kelas 2,B,D,C,A,B,D,C,A,C,B,C,C,B,C,C,B,C,B,100.0,66.67,33.33,100.0,66.67,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_47,Kelas 2,B,D,C,A,C,D,D,D,D,B,C,C,B,C,A,B,C,B,100.0,100.0,33.33,100.0,100.0,100.0,88.89,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_48,Kelas 2,B,C,C,A,C,D,D,A,D,B,C,C,A,C,A,B,C,B,66.67,100.0,0.0,100.0,66.67,100.0,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_49,Kelas 2,B,D,C,A,C,D,B,C,B,B,C,C,B,C,A,B,C,B,100.0,100.0,0.0,100.0,100.0,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_50,Kelas 2,B,D,A,A,C,D,B,C,B,B,C,C,B,C,A,B,C,B,66.67,100.0,0.0,100.0,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_4_1,Kelas 2,B,D,C,A,C,D,A,D,C,A,A,A,B,C,A,B,D,B,100.0,100.0,100.0,0.0,100.0,66.67,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_2,Kelas 2,B,D,C,B,C,D,C,D,C,A,A,B,B,D,A,B,C,B,100.0,66.67,66.67,0.0,66.67,100.0,66.67,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_3,Kelas 2,B,D,C,A,C,D,A,D,C,D,C,D,B,C,A,B,C,B,100.0,100.0,100.0,33.33,100.0,100.0,88.89,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_4,Kelas 2,B,C,C,A,C,D,A,D,C,A,D,D,B,C,A,B,C,B,66.67,100.0,100.0,0.0,100.0,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_5,Kelas 2,D,D,C,A,C,D,A,D,C,D,A,B,B,C,A,B,A,B,66.67,100.0,100.0,0.0,100.0,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_6,Kelas 2,B,D,A,B,C,D,A,D,C,D,D,A,B,C,D,B,C,B,66.67,66.67,100.0,0.0,66.67,100.0,66.67,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_7,Kelas 2,B,B,C,A,C,D,A,D,C,C,A,A,B,B,A,B,C,B,66.67,100.0,100.0,0.0,66.67,100.0,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_8,Kelas 2,B,D,C,A,C,D,C,D,C,A,A,D,A,C,A,B,C,B,100.0,100.0,66.67,0.0,66.67,100.0,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_9,Kelas 2,B,C,C,A,C,D,A,D,C,D,B,D,B,C,A,B,C,B,66.67,100.0,100.0,0.0,100.0,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_10,Kelas 2,B,D,C,A,C,D,A,D,C,A,C,A,B,C,A,B,C,B,100.0,100.0,100.0,33.33,100.0,100.0,88.89,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_11,Kelas 2,B,D,C,B,C,D,A,D,A,D,A,B,B,C,A,B,C,B,100.0,66.67,66.67,0.0,100.0,100.0,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_12,Kelas 2,B,A,C,A,C,D,C,D,C,A,B,C,B,C,A,B,A,B,66.67,100.0,66.67,33.33,100.0,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_13,Kelas 2,B,D,C,A,D,D,A,D,C,C,B,D,B,C,A,B,C,A,100.0,66.67,100.0,0.0,100.0,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_14,Kelas 2,B,D,C,A,C,D,A,D,C,A,A,C,B,D,D,C,C,B,100.0,100.0,100.0,33.33,33.33,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_15,Kelas 2,B,D,C,A,C,D,A,D,C,D,A,B,B,C,A,B,C,B,100.0,100.0,100.0,0.0,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_16,Kelas 2,B,D,C,C,C,A,A,D,C,A,C,B,B,C,A,B,C,B,100.0,33.33,100.0,33.33,100.0,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_17,Kelas 2,B,D,C,A,C,D,A,C,C,C,B,D,B,C,A,B,C,D,100.0,100.0,66.67,0.0,100.0,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_18,Kelas 2,B,D,C,D,C,A,A,D,C,C,B,B,D,C,A,B,C,B,100.0,33.33,100.0,0.0,66.67,100.0,66.67,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_19,Kelas 2,B,A,C,A,C,D,A,D,C,C,B,D,B,C,A,B,D,B,66.67,100.0,100.0,0.0,100.0,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_20,Kelas 2,C,D,C,A,C,D,A,D,C,B,A,D,B,C,A,B,C,B,66.67,100.0,100.0,33.33,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_21,Kelas 2,A,D,C,A,C,D,A,D,C,C,A,B,B,C,A,B,C,B,66.67,100.0,100.0,0.0,100.0,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_22,Kelas 2,B,D,C,A,C,D,A,D,C,A,B,B,B,C,A,B,C,B,100.0,100.0,100.0,0.0,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_23,Kelas 2,B,D,C,A,D,D,A,A,C,B,D,A,B,D,A,B,C,B,100.0,66.67,66.67,33.33,66.67,100.0,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_24,Kelas 2,B,D,C,A,C,D,A,D,C,D,B,C,B,C,A,B,C,B,100.0,100.0,100.0,33.33,100.0,100.0,88.89,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_25,Kelas 2,B,A,C,A,C,D,A,D,C,D,A,D,B,C,A,B,C,B,66.67,100.0,100.0,0.0,100.0,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_26,Kelas 2,B,D,C,A,C,D,A,D,C,A,B,C,A,C,A,B,C,B,100.0,100.0,100.0,33.33,66.67,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_27,Kelas 2,B,D,C,A,C,D,A,D,C,A,C,D,B,C,A,B,C,B,100.0,100.0,100.0,33.33,100.0,100.0,88.89,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_28,Kelas 2,B,D,C,A,A,D,A,D,D,C,C,D,B,C,A,B,C,B,100.0,66.67,66.67,33.33,100.0,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_29,Kelas 2,D,D,C,A,C,D,A,D,C,A,A,D,B,C,A,B,D,B,66.67,100.0,100.0,0.0,100.0,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_30,Kelas 2,B,D,C,A,C,D,A,A,C,A,D,B,B,C,A,B,C,B,100.0,100.0,66.67,0.0,100.0,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_31,Kelas 2,D,D,C,A,C,A,A,D,C,A,D,C,B,B,A,B,C,B,66.67,66.67,100.0,33.33,66.67,100.0,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_32,Kelas 2,B,D,C,A,C,D,A,D,C,C,C,D,B,C,A,B,C,B,100.0,100.0,100.0,33.33,100.0,100.0,88.89,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_33,Kelas 2,B,D,C,A,C,D,A,D,C,D,B,D,B,C,A,D,C,A,100.0,100.0,100.0,0.0,100.0,33.33,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_34,Kelas 2,B,D,C,A,C,D,A,D,C,A,B,D,B,C,C,B,C,B,100.0,100.0,100.0,0.0,66.67,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_35,Kelas 2,B,D,C,A,C,D,A,D,C,C,A,B,B,C,A,B,C,B,100.0,100.0,100.0,0.0,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_36,Kelas 2,B,D,C,D,C,D,A,D,C,A,B,C,B,C,B,B,A,B,100.0,66.67,100.0,33.33,66.67,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_37,Kelas 2,C,C,C,A,C,A,A,D,C,D,A,D,B,C,A,B,D,B,33.33,66.67,100.0,0.0,100.0,66.67,61.11,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_38,Kelas 2,B,D,C,A,C,D,A,D,C,D,B,B,B,C,A,B,C,B,100.0,100.0,100.0,0.0,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_39,Kelas 2,B,D,C,A,C,D,A,D,C,D,D,B,B,C,A,B,A,B,100.0,100.0,100.0,0.0,100.0,66.67,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_40,Kelas 2,B,D,C,A,C,D,A,D,C,C,D,B,B,C,A,B,C,B,100.0,100.0,100.0,0.0,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_41,Kelas 2,B,D,C,A,C,D,A,D,C,B,A,B,B,C,A,B,C,B,100.0,100.0,100.0,33.33,100.0,100.0,88.89,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_42,Kelas 2,B,D,C,A,C,D,A,D,C,A,B,A,B,D,A,B,C,B,100.0,100.0,100.0,0.0,66.67,100.0,77.78,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_43,Kelas 2,B,D,C,A,C,D,A,D,C,D,D,D,B,C,A,B,C,B,100.0,100.0,100.0,0.0,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_44,Kelas 2,C,D,C,A,C,D,A,D,C,C,A,B,B,C,A,A,C,B,66.67,100.0,100.0,0.0,100.0,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_45,Kelas 2,B,D,C,A,C,D,A,D,C,C,D,B,B,B,A,B,D,B,100.0,100.0,100.0,0.0,66.67,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_46,Kelas 2,B,D,C,A,A,D,A,D,C,A,B,D,B,A,A,B,C,B,100.0,66.67,100.0,0.0,66.67,100.0,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_47,Kelas 2,B,D,C,A,C,D,A,D,C,C,B,B,B,B,A,B,D,B,100.0,100.0,100.0,0.0,66.67,66.67,72.22,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_48,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,B,B,C,A,B,C,B,100.0,100.0,100.0,66.67,100.0,100.0,94.44,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_49,Kelas 2,B,D,C,A,C,D,A,D,C,A,D,D,B,C,A,B,C,B,100.0,100.0,100.0,0.0,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_4_50,Kelas 2,B,D,C,A,C,D,A,D,C,D,D,A,A,C,C,B,A,D,100.0,100.0,100.0,0.0,33.33,33.33,61.11,Materi 4: Perkalian dengan 2 dan 5
Siswa_5_1,Kelas 2,B,D,C,A,C,D,B,D,C,B,C,C,D,D,B,B,C,B,100.0,100.0,66.67,100.0,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_2,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,D,A,B,B,C,B,100.0,100.0,100.0,100.0,0.0,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_3,Kelas 2,B,D,C,C,C,D,A,D,C,B,D,C,C,B,D,B,C,B,100.0,66.67,100.0,66.67,0.0,100.0,72.22,Materi 5: Perkalian dengan 10
Siswa_5_4,Kelas 2,B,D,C,A,C,A,A,D,D,B,C,C,A,D,C,C,C,B,100.0,66.67,66.67,100.0,0.0,66.67,66.67,Materi 5: Perkalian dengan 10
Siswa_5_5,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,D,A,C,B,C,D,100.0,100.0,100.0,100.0,0.0,66.67,77.78,Materi 5: Perkalian dengan 10
Siswa_5_6,Kelas 2,C,D,C,A,C,D,A,D,C,B,C,C,B,C,B,C,C,B,66.67,100.0,100.0,100.0,66.67,66.67,83.33,Materi 5: Perkalian dengan 10
Siswa_5_7,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,D,D,A,C,C,B,100.0,100.0,100.0,100.0,33.33,66.67,83.33,Materi 5: Perkalian dengan 10
Siswa_5_8,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,D,B,D,B,C,B,100.0,100.0,100.0,100.0,0.0,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_9,Kelas 2,B,D,C,A,C,D,A,D,C,A,C,C,D,A,C,B,C,B,100.0,100.0,100.0,66.67,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_10,Kelas 2,B,A,C,A,C,D,A,D,C,A,C,C,D,C,A,B,C,B,66.67,100.0,100.0,66.67,66.67,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_11,Kelas 2,B,A,C,A,D,D,A,D,C,B,C,C,A,C,D,B,C,D,66.67,66.67,100.0,100.0,33.33,66.67,72.22,Materi 5: Perkalian dengan 10
Siswa_5_12,Kelas 2,C,D,B,A,C,D,A,D,C,A,C,C,B,A,A,B,C,B,33.33,100.0,100.0,66.67,66.67,100.0,77.78,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_5_13,Kelas 2,B,D,C,A,C,D,A,D,C,B,D,C,A,D,B,B,C,B,100.0,100.0,100.0,66.67,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_14,Kelas 2,B,D,C,A,C,D,A,B,C,B,C,C,B,D,B,B,C,B,100.0,100.0,66.67,100.0,33.33,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_15,Kelas 2,D,B,C,A,C,D,B,D,B,B,C,C,B,A,A,B,C,B,33.33,100.0,33.33,100.0,66.67,100.0,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_5_16,Kelas 2,B,D,C,A,C,D,A,D,D,B,C,C,B,D,D,B,C,B,100.0,100.0,66.67,100.0,33.33,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_17,Kelas 2,B,D,C,A,C,D,A,A,C,B,C,C,B,D,A,B,C,B,100.0,100.0,66.67,100.0,66.67,100.0,88.89,Materi 5: Perkalian dengan 10
Siswa_5_18,Kelas 2,B,B,C,A,C,D,A,D,C,B,C,C,A,B,D,B,C,B,66.67,100.0,100.0,100.0,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_19,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,A,B,A,B,A,B,100.0,100.0,100.0,100.0,33.33,66.67,83.33,Materi 5: Perkalian dengan 10
Siswa_5_20,Kelas 2,B,C,C,A,C,D,A,D,C,B,C,C,A,A,C,B,C,B,66.67,100.0,100.0,100.0,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_21,Kelas 2,B,D,C,A,B,D,A,D,A,B,C,C,A,D,C,B,C,B,100.0,66.67,66.67,100.0,0.0,100.0,72.22,Materi 5: Perkalian dengan 10
Siswa_5_22,Kelas 2,B,D,C,A,A,D,A,D,C,B,C,C,D,D,B,B,C,C,100.0,66.67,100.0,100.0,0.0,66.67,72.22,Materi 5: Perkalian dengan 10
Siswa_5_23,Kelas 2,B,D,C,A,C,C,A,D,C,A,C,C,A,B,D,B,B,B,100.0,66.67,100.0,66.67,0.0,66.67,66.67,Materi 5: Perkalian dengan 10
Siswa_5_24,Kelas 2,B,D,A,A,C,D,A,D,A,B,C,C,A,C,D,A,C,B,66.67,100.0,66.67,100.0,33.33,66.67,72.22,Materi 5: Perkalian dengan 10
Siswa_5_25,Kelas 2,B,D,C,A,C,D,A,D,B,B,C,C,D,B,B,B,C,B,100.0,100.0,66.67,100.0,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_26,Kelas 2,D,D,C,A,C,D,A,D,C,B,C,D,B,B,B,B,C,B,66.67,100.0,100.0,66.67,33.33,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_27,Kelas 2,D,D,C,A,C,D,A,D,C,D,C,C,D,B,B,B,C,B,66.67,100.0,100.0,66.67,0.0,100.0,72.22,Materi 5: Perkalian dengan 10
Siswa_5_28,Kelas 2,B,D,C,A,C,D,A,D,D,B,C,B,D,A,B,B,C,B,100.0,100.0,66.67,66.67,0.0,100.0,72.22,Materi 5: Perkalian dengan 10
Siswa_5_29,Kelas 2,D,D,C,D,C,D,A,D,C,B,C,C,A,D,A,B,C,B,66.67,66.67,100.0,100.0,33.33,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_30,Kelas 2,B,D,C,A,C,B,A,A,C,B,C,C,A,C,D,B,C,B,100.0,66.67,66.67,100.0,33.33,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_31,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,D,C,B,B,B,C,B,100.0,100.0,100.0,66.67,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_32,Kelas 2,C,D,C,A,C,D,A,D,D,B,C,C,A,B,D,B,B,B,66.67,100.0,66.67,100.0,0.0,66.67,66.67,Materi 5: Perkalian dengan 10
Siswa_5_33,Kelas 2,B,D,C,A,C,D,A,D,B,B,C,C,A,D,B,B,A,B,100.0,100.0,66.67,100.0,0.0,66.67,72.22,Materi 5: Perkalian dengan 10
Siswa_5_34,Kelas 2,B,D,C,A,C,D,A,D,C,C,C,C,B,A,B,B,C,B,100.0,100.0,100.0,66.67,33.33,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_35,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,D,B,C,B,C,A,100.0,100.0,100.0,100.0,0.0,66.67,77.78,Materi 5: Perkalian dengan 10
Siswa_5_36,Kelas 2,B,D,D,A,C,D,A,A,A,B,D,C,D,D,C,B,C,B,66.67,100.0,33.33,66.67,0.0,100.0,61.11,Materi 5: Perkalian dengan 10
Siswa_5_37,Kelas 2,B,D,C,A,C,D,A,D,B,B,C,C,C,D,A,B,C,B,100.0,100.0,66.67,100.0,33.33,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_38,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,C,D,B,B,C,B,100.0,100.0,100.0,100.0,0.0,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_39,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,D,A,A,B,C,B,100.0,100.0,100.0,100.0,33.33,100.0,88.89,Materi 5: Perkalian dengan 10
Siswa_5_40,Kelas 2,B,D,C,A,C,D,B,D,B,B,C,C,A,D,A,B,C,B,100.0,100.0,33.33,100.0,33.33,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_41,Kelas 2,C,D,B,A,C,D,A,D,C,B,B,C,D,D,D,D,C,B,33.33,100.0,100.0,66.67,0.0,66.67,61.11,Materi 5: Perkalian dengan 10
Siswa_5_42,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,A,A,C,B,C,B,100.0,100.0,100.0,100.0,0.0,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_43,Kelas 2,B,D,C,A,C,D,A,D,C,B,B,A,C,C,B,B,A,B,100.0,100.0,100.0,33.33,33.33,66.67,72.22,Materi 5: Perkalian dengan 10
Siswa_5_44,Kelas 2,D,D,C,A,C,D,A,D,C,B,C,C,D,B,C,A,C,B,66.67,100.0,100.0,100.0,0.0,66.67,72.22,Materi 5: Perkalian dengan 10
Siswa_5_45,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,C,D,B,B,C,B,100.0,100.0,100.0,100.0,0.0,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_46,Kelas 2,B,D,C,A,C,D,A,D,A,B,C,C,A,D,D,B,C,B,100.0,100.0,66.67,100.0,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_5_47,Kelas 2,B,A,C,A,C,D,C,D,D,B,C,C,D,C,A,C,C,A,66.67,100.0,33.33,100.0,66.67,33.33,66.67,Materi 3: Perkalian dengan 1 dan 0
Siswa_5_48,Kelas 2,B,D,B,A,C,D,A,D,C,B,C,C,D,C,C,B,C,B,66.67,100.0,100.0,100.0,33.33,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_49,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,A,B,B,B,C,B,100.0,100.0,100.0,100.0,0.0,100.0,83.33,Materi 5: Perkalian dengan 10
Siswa_5_50,Kelas 2,B,D,C,A,C,D,A,B,C,B,C,C,C,B,D,B,C,B,100.0,100.0,66.67,100.0,0.0,100.0,77.78,Materi 5: Perkalian dengan 10
Siswa_6_1,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,D,D,A,100.0,100.0,100.0,100.0,100.0,0.0,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_2,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,B,D,A,D,D,100.0,100.0,100.0,100.0,33.33,0.0,72.22,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_3,Kelas 2,B,D,C,A,C,D,A,D,A,B,C,C,B,C,A,C,D,C,100.0,100.0,66.67,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_4,Kelas 2,A,D,C,A,C,D,A,D,B,B,C,C,B,C,A,D,C,C,66.67,100.0,66.67,100.0,100.0,33.33,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_5,Kelas 2,B,D,C,A,C,C,A,D,C,B,C,C,B,C,A,D,A,A,100.0,66.67,100.0,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_6,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,A,C,A,B,D,B,100.0,100.0,100.0,100.0,66.67,66.67,88.89,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_7,Kelas 2,B,C,C,A,C,D,A,A,D,B,C,C,B,C,A,C,A,C,66.67,100.0,33.33,100.0,100.0,0.0,66.67,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_8,Kelas 2,B,D,C,D,C,D,A,D,C,B,C,C,B,C,A,D,D,B,100.0,66.67,100.0,100.0,100.0,33.33,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_9,Kelas 2,B,D,C,A,A,D,A,D,C,B,C,C,B,A,A,A,A,D,100.0,66.67,100.0,100.0,66.67,0.0,72.22,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_10,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,A,D,D,100.0,100.0,100.0,100.0,100.0,0.0,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_11,Kelas 2,B,D,A,A,C,D,A,D,C,B,D,C,C,C,A,A,D,D,66.67,100.0,100.0,66.67,66.67,0.0,66.67,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_12,Kelas 2,B,D,C,C,C,D,A,D,C,B,C,C,B,C,C,B,C,C,100.0,66.67,100.0,100.0,66.67,66.67,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_13,Kelas 2,B,D,C,A,C,D,A,B,C,B,C,C,B,C,A,D,B,C,100.0,100.0,66.67,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_14,Kelas 2,B,B,C,A,C,D,A,D,C,B,C,C,B,C,A,A,D,A,66.67,100.0,100.0,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
